Timestamp,Title,Date,Time,City,Venue,Category,Cost,TicketUrl,Email,SubmitterName,Notes,Status
2026-08-12 12:00:00,Open Decks,2020-12-02,10p-2a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Open Mic, Every Wednesday! 7:",2020-12-02,30p,Anchorage,The Schwabenhof (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic,2020-12-02,6p-9p,Anchorage,Cascadelic,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Steve in the Box Karaoke,2020-12-24,7:30p-11:30p,Anchorage,Floaters (Big Lake),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Those Guy AK,2020-12-25,10p-2:30a,Anchorage,The Mug Shot Saloon (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Night,2020-12-25,7-11p,Anchorage,Floaters (Big Lake),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Those Guy AK 10p-2:30a Tony’s Sports Bar (Fairbanks) - DJ Manny's 2021 Countdown KICKOFF PARTY,2020-12-26,10p-3a,Anchorage,The Mug Shot Saloon (Wasilla),festival,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Free Skating on Boxing Day,2020-12-26,12p-5p,Anchorage,Dimond Center Mall,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Beat Roots w/ Dat Kid Shawn,2020-12-27,3p-5p,Anchorage,KONR 106.1FM Out North Radio,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Tony Johnson Live inside,2020-12-27,5p-7p,Anchorage,Bar Harbor Ale House (Ketchikan),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Christmas Potluck & Swing Dancing,2020-12-27,5p-9p,Anchorage,AK East Coast Swing (Palmer),dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Mother Moose Storytime,2020-12-28,10:30a-11a,Anchorage,Fairbanks North Star Borough Public Libraries,community,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Chester Chomp’s Zoom Room Dance Party!,2020-12-28,7p-7:40p,Anchorage,Red Carpet Entertainment,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Kizomba Workshop,2020-12-29,7:30p-8:30p,Anchorage,Alaska Dance Promotions,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Parents and Twos Storytime,2020-12-30,10:30a-11a,Anchorage,Fairbanks North Star Borough Public Libraries,community,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Open Mic, Every Wednesday!",2020-12-30,7:30p-11:30p,Anchorage,The Schwabenhof (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Duane & Tyrone live,2021-01-28,5:30p-8:30p,Anchorage,Palmer Alehouse,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Beginner Salsa Suelta: Free Zoom Class,2021-01-28,6p-7p,Anchorage,Anaya Latin Dance,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Drive-In Comedy @ Koot’s,2021-01-28,7p-9p,Anchorage,Koot's,comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Drive-In Comedy @ Koot’s,2021-01-28,7p-9p,Anchorage,Koots,comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Thirsty Thursday Karaoke,2021-01-28,9:30p-1:30a,Anchorage,Mug-Shot Saloon (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Virtual New Year’s Dance,2021-01-29,5p-7p,Anchorage,The Arc of Anchorage,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Justice Jams, a Virtual Live Stream Concert",2021-01-29,5p-8p,Anchorage,Alaska Native Justice Center,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Night,2021-01-29,7-11p,Anchorage,Floaters (Big Lake),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,100 Proof Karaoke,2021-01-29,7p-10p,Anchorage,American Legion Post 15 (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Karaoke Friday at the Eagles!,2021-01-29,7p-11p,Anchorage,The Fraternal Order of Eagles Aerie 4207,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Chester Chomp’s Zoom Room Dance Party!,2021-01-29,7p-7:40p,Anchorage,Red Carpet Entertainment,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Blues & Jazz method for the Bass,2021-01-29,7p-8p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Understanding Music w/ Joe Craig,2021-01-29,7p-8p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Ava Earl, The AllGood Family Band, Jamie Whiteman and Harrison Jennings, Denise Martin, Jim Kerr, and Friends",2021-01-29,7p-9p,Anchorage,Anchorage Folk Festival Performances,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Eternal Cowboys,2021-01-29,8p-11:30p,Anchorage,Williwaw Social,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Friday Night Karaoke,2021-01-29,8p-11p,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Facebook Live with Scared Scriptless,2021-01-29,8p-9p,Anchorage,Scared Scriptless,comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Those Guys AK,2021-01-30,10p-2a,Anchorage,Klondike Mikes and the Main Street Grill (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Tony Taylor’s Tik Tok & Throwback Party,2021-01-30,10p-3a,Anchorage,International Hotel and Bar (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Beginning Ukelele with Kiel Schweizer,2021-01-30,11:15a-12:30p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Song Writing with Laura Chartier,2021-01-30,12:45p-2p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Dancing with the Spirit Living Room Jam,2021-01-30,2:15p-3:30p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Feldenkrais for Musicians w/ Kevin Cassity,2021-01-30,3:45p-5p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Let's Sing Nature Songs! w/ Dan Pascucci,2021-01-30,4p-5p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Annual AFF Board Meeting,2021-01-30,5p-6p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Rhythm Heals Song Circle (Livestream),2021-01-30,6:30p-9p,Anchorage,Let Every Woman Know,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Robin Hopper, Tania Opland and Mike Freeman, Lucky Spider, The Forest That Never Sleeps, & The Booth Family Band",2021-01-30,7p-9p,Anchorage,Anchorage Folk Festival Performances,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Saturday Night Karaoke,2021-01-30,8p-11p,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Jukebox Karaoke Roadshow,2021-01-30,8p-11p,Anchorage,Don Jose’s Mexican Restaurant,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Celtic Fiddle with Shonti Elder,2021-01-30,9:45a-11a,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Intermediate Ukelele with Kiel Schweizer,2021-01-31,11:15a-12:30p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Advanced guitar techniques w/ Armin Abdihodzic,2021-01-31,12:45p-2p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Mandolin w/ Wolfgang Q. Olsson,2021-01-31,3:45p-5p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,How to Access the Rich Environment of the Performing Arts Sector Locally & Nationwide w/Jason Hodges,2021-01-31,3:45p-5p,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Honing your Guitar & Playing the 5-Note Scale w/ Mike Simpson,2021-01-31,5:15p-6:30p,Anchorage,Anchorage Folk Festival Workshops,theatre,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Swing Dancing!,2021-01-31,5p-8p,Anchorage,AK East Coast Swing (Palmer),dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,AK Rockstar Karaoke,2021-01-31,7p-11p,Anchorage,The Carousel Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Night,2021-01-31,7p-11p,Anchorage,Vans Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Sing Around Song Circle w/ Dawn Berg,2021-01-31,9:45a-11a,Anchorage,Anchorage Folk Festival Workshops,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Mother Moose Storytime,2021-02-01,10:30a-11a,Anchorage,Fairbanks North Star Borough Public Libraries,community,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,MonDayshas Unplugged,2021-02-01,7p-11p,Anchorage,Vans Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Monday Night Karaoke,2021-02-01,8p-10p,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic w/ MoonDog Media,2021-02-02,6p-12a,Anchorage,Klondike Mikes (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,AK Rockstar Karaoke,2021-02-02,7p-11p,Anchorage,Flight Deck Bar and Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Jam Night,2021-02-02,7p-11p,Anchorage,Vans Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Jukebox Karaoke Roadshow,2021-02-02,8p-12a,Anchorage,Trophy Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Passport Series Volume XI (Online),2021-02-03,6p-10p,Anchorage,Trapper Creek Bluegrass Campout Festivals,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic at the Schwabenhof,2021-02-03,7:30p-11:30p,Anchorage,The Schwabenhof (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Preschool Storytime (virtual),2021-02-25,10:30a-11a,Anchorage,Fairbanks North Star Borough Public Libraries,community,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Drive-In Comedy,2021-02-25,3p-4p,Anchorage,Koot's,comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Drive-In Comedy,2021-02-25,3p-4p,Anchorage,Koots,comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Stack Acoustic Duo,2021-02-25,5:30p-8:30p,Anchorage,Palmer Alehouse,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Folk Unlocked,2021-02-25,6p-7p,Anchorage,Emma Hill & Bryan Daste (Online),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Live Jazz with Luke Weld,2021-02-25,7p-11p,Anchorage,The Narrows Bar (Juneau),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Friday Night Feast w/ 100 Proof Karaoke,2021-02-26,5:30p-7p,Anchorage,American Legion Post 15 (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Sock Hop,2021-02-26,6:30p-9:30p,Anchorage,Breakout Dance Studio (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Hobo Jim at the Upstairs Lounge,2021-02-26,6p-9p,Anchorage,Palmer Alehouse,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Night,2021-02-26,7-11p,Anchorage,Floaters (Big Lake),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Cirque De Cabaret,2021-02-26,7:30p-10p,Anchorage,Sweet Cheeks Cabaret (Online),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Perseverance People Power Concert,2021-02-26,7:30p-9:30p,Anchorage,Perseverance Theatre (Online),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Karaoke Friday at the Eagles!,2021-02-26,7p-11p,Anchorage,The Fraternal Order of Eagles Aerie 4207,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Chester Chomp’s Zoom Room Dance Party!,2021-02-26,7p-7:40p,Anchorage,Red Carpet Entertainment,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,For Colored Ladies Who Have Considered Pull-Tabs With Their Last Two Dollars,2021-02-26,7p-8:30p,Anchorage,Anchorage Concert Association (Online),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Eternal Cowboys,2021-02-26,8p-11:30p,Anchorage,Williwaw Social,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Friday Night Karaoke,2021-02-26,8p-11p,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Acou-Stack Live,2021-02-26,9p-12a,Anchorage,Corks and Hops (Eagle River),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Lloyds Noize in the Speakeasy,2021-02-26,9p-12a,Anchorage,Williwaw Social,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Anchorage Auditions,2021-02-27,1:30p-3p,Anchorage,Alaska Dance Theatre,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Manny,2021-02-27,10p-3a,Anchorage,International Hotel and Bar (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Fun and Food w/ 100 Proof Karaoke,2021-02-27,7p-10p,Anchorage,American Legion Post 15 (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Bird Creek Barbarians Rugby Postseason Drinkup!,2021-02-27,7p-11p,Anchorage,The Carousel Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,"Movies Out, Drive-in Film: “I Am Not Your Negro”",2021-02-27,7p-9p,Anchorage,Out North,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Saturday Night Karaoke,2021-02-27,8p-11p,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Jukebox Karaoke Roadshow,2021-02-27,8p-11p,Anchorage,Don Jose’s Mexican Restaurant,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Hwy9 Duo,2021-02-27,9p-11p,Anchorage,Vans Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Taking Back Saturday with DJ GRE,2021-02-27,9p-12a,Anchorage,Williwaw Social,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,For Colored Ladies Who Have Considered Pull-Tabs With Their Last Two Dollars,2021-02-28,2p-3:30p,Anchorage,Anchorage Concert Association (Online),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Karaoke Sunday,2021-02-28,7p-11p,Anchorage,The Carousel Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic Night,2021-02-28,8p-12a,Anchorage,Vans Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Monday Night Karaoke,2021-03-01,8p-10p,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Mon-Dayshas,2021-03-01,8p-12a,Anchorage,Vans Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,MoonDog Media Open Mic,2021-03-02,6p-12a,Anchorage,Klondike Mikes (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,AK Rockstar Karaoke Tuesday,2021-03-02,7p-11p,Anchorage,Flight Deck Bar and Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Jukebox Karaoke Roadshow,2021-03-02,8p-12a,Anchorage,Trophy Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Jam Night,2021-03-02,8p-12a,Anchorage,Vans Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Maddie + Tae Virtual Tour,2021-03-03,5p-7p,Anchorage,UAS Student Activities Board (Online),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic at the Schwabenhof,2021-03-03,7:30p-11:30p,Anchorage,The Schwabenhof (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,AK Rockstar Karaoke Wednesday,2021-03-03,7p-11p,Anchorage,The Carousel Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Acoustic Song Circle with WAH Music,2021-04-13,6:30p-9p,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Robbie Carlson,2021-04-13,6p-10p,Anchorage,Main Street Tap & Grill (Kenai),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,AK Rockstar Karaoke Tuesday,2021-04-13,7p-11p,Anchorage,Flight Deck Bar and Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Jukebox Karaoke Roadshow,2021-04-13,8p-12a,Anchorage,Trophy Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Garret's Toast With Jam Jams,2021-04-13,8p-12a,Anchorage,Van’s Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Eternal Cowboys,2021-04-13,9p-1a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Koots Karaoke,2021-04-14,10p-2a,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Open Mic at Schwabenhof,2021-04-14,7:30p-11:30p,Anchorage,The Schwabenhof (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,AK Rockstar Karaoke Wednesday,2021-04-14,7p-11p,Anchorage,The Carousel Lounge,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Mad Myrna's Karaoke!,2021-04-14,9p-12a,Anchorage,Mad Myrna’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Nothin’ But Trouble,2021-05-07,10:30p-2:30a,Anchorage,Humpy’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Vibes in the Speakeasy with DJ Joe Brady,2021-05-07,10:30p-2a,Anchorage,Williwaw Social,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Footloose Dance Party with DJ Fan Service,2021-05-07,10:30p-2a,Anchorage,Williwaw Social,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,First Fridays Feat. Nick Carpenter & Bethlehem Shalom,2021-05-07,10p-2a,Anchorage,Van’s Dive Bar,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Danger Money Live,2021-05-07,10p-2a,Anchorage,Willow Trading Post,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,John Shewfelt Jr & Shot Time,2021-05-07,11p-2a,Anchorage,International Hotel and Bar (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,John Damberg AJW Jazz Fridays,2021-05-07,5:30p-7:30p,Anchorage,Organic Oasis,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,The Eternal Cowboys LIVE,2021-05-07,7p-10p,Anchorage,Palmer Alehouse,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Friday Night Feast w/ 100 Proof Karaoke,2021-05-07,7p-11p,Anchorage,American Legion Post 15 (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Hooked Entertainment Comedy: Barry Brewer,2021-05-07,7p-11p,Anchorage,Everett’s (Wasilla),comedy,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Karaoke Friday at the Eagles!,2021-05-07,7p-11p,Anchorage,The Fraternal Order of Eagles Aerie 4207,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Chester Chomp’s Zoom Room Dance Party!,2021-05-07,7p-7:40p,Anchorage,Red Carpet Entertainment LLC,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Tim Hall,2021-05-07,7p-9p,Anchorage,Everett’s (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Mad Myrna's Diva Variety Show,2021-05-07,9p-11p,Anchorage,Mad Myrna’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Friday Night Karaoke!,2021-05-07,9p-1a,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,ACOUSTIC SHOWCASE,2021-05-07,TBD,Anchorage,LIVE AT JHS,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Taking Back Saturday with DJ GRE,2021-05-08,10:30p-2:30a,Anchorage,Williwaw Social,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Joe Brady: Britney vs the World Dance Party,2021-05-08,10:30p-2:30a,Anchorage,Williwaw Social,dance,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Saturday Night Karaoke!,2021-05-08,10p-12a,Anchorage,American Legion Spenard Post 28,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,DJ Manny's 2021 Cinco de Mayo Celebración,2021-05-08,10p-2a,Anchorage,International Hotel and Bar (Fairbanks),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Jerry Wessling & Plan B,2021-05-08,10p-2a,Anchorage,Klondike Mike’s (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Fun and Food w/ 100 Proof Karaoke,2021-05-08,6p-11p,Anchorage,American Legion Post 15 (Palmer),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Woodrow LIVE,2021-05-08,7p-10p,Anchorage,Palmer Alehouse,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Larry Zarella,2021-05-08,7p-9p,Anchorage,Everett’s (Wasilla),music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Sassy Saturdays with Sweet Cheeks Cabaret,2021-05-08,8p-10p,Anchorage,The Broken Blender,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
2026-08-12 12:00:00,Comedian Barry Brewer,2021-05-08,8p-11p,Anchorage,Koot’s,music,,,system@akconcerts.com,AK Concerts Auto Import,Master Event Database,Approved
