id,date,city,venue,category,title,time,ticketUrl,cost
"1013","2022-10-02","Anchorage","Valley Performing Arts (Wasilla)","comedy","DEARLY DEPARTED: A Comedy","2p-5p","",""
"1014","2022-10-02","Anchorage","Anchorage Festival of Music","music","From the Quills of Babes….","4p-6p","",""
"1015","2022-10-02","Anchorage","The Church of Jesus Christ of Latter Day Saints (Wasilla)","music","Soloist Auditions","5p-8p","",""
"1016","2022-10-02","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"1017","2022-10-02","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke Sunday","8p -2a","",""
"1018","2022-10-02","Anchorage","Humpys","music","Open Mic Jam","8p-11p","",""
"1019","2022-10-02","Anchorage","Van’s Dive Bar","music","Open Mic! Overlorded by Wash Your Hands","8p-12a","",""
"1020","2022-10-02","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"1021","2022-10-03","Anchorage","The Crowbar (Fairbanks)","music","Karaoke Night","8p-12a","",""
"1022","2022-10-03","Anchorage","Van’s Dive Bar","music","Mellow Mondays w/ Nikki Now","9:30p-12a","",""
"1023","2022-10-03","Anchorage","Koot’s","music","The Monday Mic at Koots","9p-12a","",""
"1024","2022-10-04","Anchorage","Koot’s","music","The Eternal Cowboys","10p-12a","",""
"1025","2022-10-04","Anchorage","Organic Oasis","music","Williwaw Blue","5:30p-7:30p","",""
"1026","2022-10-04","Anchorage","American Legion Spenard Post 28","music","Taco Tuesday Open Mic w/Uncle Jim!","6:30p-9:30p","",""
"1027","2022-10-04","Anchorage","International Hotel and Bar (Fairbanks)","comedy","Comedy Night","7p-10p","",""
"1028","2022-10-04","Anchorage","Klondike Mike’s & the Main Street Grill (Palmer)","music","The Open Stage","7p-10p","",""
"1029","2022-10-04","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","",""
"1030","2022-10-04","Anchorage","Van’s Dive Bar","music","OPEN JAM w/ Daylight Mike","9p-12a","",""
"1031","2022-10-04","Anchorage","Trophy Lounge","music","Jukebox Karaoke Roadshow","9p-1a","",""
"1032","2022-10-04","Anchorage","Yukon Bar (Seward)","music","Karaoke","9p-2a","",""
"1033","2022-10-05","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-12a","",""
"1034","2022-10-05","Anchorage","PubHouse","music","Witty Youngman","7p-10p","",""
"1035","2022-10-05","Anchorage","Schwabenhof (Wasilla)","music","Open Mic","7p-12a","",""
"1036","2022-10-05","Anchorage","North Pole Alehouse (North Pole)","comedy","Wednesday Comedy w/ Jimmy Shubert","7p-9p","",""
"1037","2022-10-05","Anchorage","Koot’s","comedy","Comedy Open Mic","8:30p-10p","",""
"1038","2022-10-05","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-11p","",""
"1039","2022-10-05","Anchorage","Alaskan Hotel and Bar (Juneau)","music","Karaoke Wednesdays","8p-12a","",""
"1040","2022-10-05","Anchorage","Koot’s","music","Country Night with DJ Lefty","8p-12a","",""
"1041","2022-10-05","Anchorage","The Marlin (Fairbanks)","music","Open Mic at The Marlin!","8p-2a","",""
"1042","2022-10-05","Anchorage","Eddie’s Sports Bar","music","Jukebox Karaoke Roadshow","9p-12a","",""
"1043","2022-10-05","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","",""
"1044","2022-10-05","Anchorage","Van’s Dive Bar","music","Karaoke w/ The Milkman and/or The Dairy Queen!","9p-12a","",""
"1045","2022-10-05","Anchorage","Yukon Bar (Seward)","music","Karaoke","9p-2a","",""
